citeseer_cite 1
cora_coauth 1
imdb 1
pubmed_cite 1
aminer 1
citeseer_cite 1
cora_coauth 1
imdb 1
pubmed_cite 1
citeseer_cite 1
cora_coauth 1
imdb 1
pubmed_cite 1
aminer 1
citeseer_cite 0
cora_coauth 0
imdb 0
pubmed_cite 0
aminer 0
